Season,city,team1,team2,toss_winner,toss_decision,result,winner,player_of_match,venue,umpire1,umpire2
IPL,Mumbai,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,YK Pathan,Dr DY Patil Sports Academy,S Ravi,SJA Taufel
IPL,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,SR Watson,Wankhede Stadium,RE Koertzen,PR Reiffel
IPL,Dharamsala,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Deccan Chargers,S Dhawan,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba
IPL,Delhi,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,,,Feroz Shah Kotla,SS Hazare,RJ Tucker
IPL,Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,K Hariharan,RE Koertzen
IPL,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,JEC Franklin,Eden Gardens,SK Tarapore,SJA Taufel
IPL,Mumbai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,SK Raina,Wankhede Stadium,Asad Rauf,SJA Taufel
IPL,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,MM Patel,Wankhede Stadium,Asad Rauf,SJA Taufel
IPL,Chennai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,CH Gayle,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel
IPL,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel
IPL,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,RE Levi,"MA Chidambaram Stadium, Chepauk",JD Cloete,SJA Taufel
IPL,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,IK Pathan,Eden Gardens,S Asnani,HDPK Dharmasena
IPL,Mumbai,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,Pune Warriors,SPD Smith,Wankhede Stadium,AK Chaudhary,SJA Taufel
IPL,Jaipur,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium,BF Bowden,SK Tarapore
IPL,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,S Asnani,S Ravi
IPL,Visakhapatnam,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Chennai Super Kings,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,JD Cloete,HDPK Dharmasena
IPL,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,BJ Hodge,Sawai Mansingh Stadium,BF Bowden,VA Kulkarni
IPL,Pune,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,Pune Warriors,MN Samuels,Subrata Roy Sahara Stadium,S Das,SJA Taufel
IPL,Visakhapatnam,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Mumbai Indians,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,AK Chaudhary,JD Cloete
IPL,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,L Balaji,M Chinnaswamy Stadium,S Ravi,RJ Tucker
IPL,Delhi,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,M Morkel,Feroz Shah Kotla,Asad Rauf,SK Tarapore
IPL,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,KA Pollard,Wankhede Stadium,Aleem Dar,BNJ Oxenford
IPL,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Chennai Super Kings,F du Plessis,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RJ Tucker
IPL,Chandigarh,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,SK Tarapore
IPL,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders,Shakib Al Hasan,Eden Gardens,Asad Rauf,S Asnani
IPL,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,KP Pietersen,Feroz Shah Kotla,BF Bowden,SK Tarapore
IPL,Pune,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,Pune Warriors,JD Ryder,Subrata Roy Sahara Stadium,Aleem Dar,BNJ Oxenford
IPL,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,SP Narine,Eden Gardens,Asad Rauf,S Asnani
IPL,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,Rajasthan Royals,AM Rahane,M Chinnaswamy Stadium,JD Cloete,RJ Tucker
IPL,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,S Nadeem,Wankhede Stadium,BF Bowden,SK Tarapore
IPL,Jaipur,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals,BJ Hodge,Sawai Mansingh Stadium,Aleem Dar,BNJ Oxenford
IPL,Bangalore,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,S Asnani,S Das
IPL,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,G Gambhir,"Punjab Cricket Association Stadium, Mohali",JD Cloete,RJ Tucker
IPL,Hyderabad,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,DA Warner,"Rajiv Gandhi International Stadium, Uppal",JD Cloete,SJA Taufel
IPL,Chennai,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,Chennai Super Kings,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",Asad Rauf,S Das
IPL,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,CH Gayle,"Punjab Cricket Association Stadium, Mohali",S Ravi,RJ Tucker
IPL,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,F du Plessis,"MA Chidambaram Stadium, Chepauk",Aleem Dar,BNJ Oxenford
IPL,Delhi,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,Pune Warriors,SC Ganguly,Feroz Shah Kotla,Asad Rauf,S Das
IPL,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab,SE Marsh,Wankhede Stadium,S Ravi,RJ Tucker
IPL,Cuttack,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,B Lee,Barabati Stadium,BF Bowden,SK Tarapore
IPL,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Royal Challengers Bangalore,AB de Villiers,Sawai Mansingh Stadium,Asad Rauf,S Asnani
IPL,Pune,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,Delhi Daredevils,V Sehwag,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker
IPL,Chandigarh,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,BNJ Oxenford
IPL,Pune,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Deccan Chargers,CL White,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker
IPL,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,V Sehwag,Feroz Shah Kotla,Aleem Dar,BNJ Oxenford
IPL,Chennai,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Kings XI Punjab,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",BF Bowden,SK Tarapore
IPL,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,G Gambhir,Eden Gardens,Asad Rauf,BR Doctrove
IPL,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils,V Sehwag,Feroz Shah Kotla,S Ravi,RJ Tucker
IPL,Mumbai,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,DW Steyn,Wankhede Stadium,AK Chaudhary,BNJ Oxenford
IPL,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,G Gambhir,"MA Chidambaram Stadium, Chepauk",BF Bowden,C Shamshuddin
IPL,Cuttack,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Deccan Chargers,KC Sangakkara,Barabati Stadium,Aleem Dar,AK Chaudhary
IPL,Jaipur,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Delhi Daredevils,P Negi,Sawai Mansingh Stadium,JD Cloete,SJA Taufel
IPL,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,Azhar Mahmood,M Chinnaswamy Stadium,BF Bowden,C Shamshuddin
IPL,Pune,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,Mumbai Indians,SL Malinga,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani
IPL,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,BNJ Oxenford
IPL,Kolkata,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,SP Narine,Eden Gardens,BF Bowden,SK Tarapore
IPL,Chandigarh,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,Rajasthan Royals,SR Watson,"Punjab Cricket Association Stadium, Mohali",JD Cloete,SJA Taufel
IPL,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani
IPL,Bangalore,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford
IPL,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,JH Kallis,Feroz Shah Kotla,JD Cloete,S Ravi
IPL,Pune,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,Rajasthan Royals,SR Watson,Subrata Roy Sahara Stadium,Asad Rauf,BR Doctrove
IPL,Hyderabad,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Kings XI Punjab,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,BNJ Oxenford
IPL,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,CH Gayle,Wankhede Stadium,BF Bowden,VA Kulkarni
IPL,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,BW Hilfenhaus,Sawai Mansingh Stadium,BNJ Oxenford,C Shamshuddin
IPL,Pune,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,CH Gayle,Subrata Roy Sahara Stadium,BF Bowden,SK Tarapore
IPL,Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,RG Sharma,Eden Gardens,S Ravi,SJA Taufel
IPL,Chennai,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",S Das,BR Doctrove
IPL,Jaipur,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,Rajasthan Royals,A Chandila,Sawai Mansingh Stadium,BF Bowden,SK Tarapore
IPL,Chandigarh,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,Kings XI Punjab,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,BNJ Oxenford
IPL,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,AT Rayudu,M Chinnaswamy Stadium,S Das,BR Doctrove
IPL,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,MEK Hussey,Eden Gardens,JD Cloete,SJA Taufel
IPL,Delhi,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils,UT Yadav,Feroz Shah Kotla,HDPK Dharmasena,BNJ Oxenford
IPL,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Kolkata Knight Riders,SP Narine,Wankhede Stadium,S Das,BR Doctrove
IPL,Dharamsala,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,VA Kulkarni,SK Tarapore
IPL,Delhi,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,CH Gayle,Feroz Shah Kotla,HDPK Dharmasena,C Shamshuddin
IPL,Hyderabad,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,Deccan Chargers,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel
IPL,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,UT Yadav,Himachal Pradesh Cricket Association Stadium,BF Bowden,VA Kulkarni
IPL,Pune,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,Shakib Al Hasan,Subrata Roy Sahara Stadium,S Asnani,BR Doctrove
IPL,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel
IPL,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Mumbai Indians,DR Smith,Sawai Mansingh Stadium,HDPK Dharmasena,C Shamshuddin
IPL,Pune,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,YK Pathan,Subrata Roy Sahara Stadium,BR Doctrove,SJA Taufel
IPL,Bangalore,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium,BF Bowden,HDPK Dharmasena
IPL,Chennai,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",BR Doctrove,SJA Taufel
IPL,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,MS Bisla,"MA Chidambaram Stadium, Chepauk",BF Bowden,SJA Taufel
IPL,Kolkata,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,SP Narine,Eden Gardens,S Ravi,SJA Taufel
IPL,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,VA Kulkarni,C Shamshuddin
IPL,Hyderabad,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,Sunrisers Hyderabad,A Mishra,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel
IPL,Delhi,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Rajasthan Royals,R Dravid,Feroz Shah Kotla,S Das,C Shamshuddin
IPL,Chennai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,KA Pollard,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni
IPL,Pune,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,Kings XI Punjab,M Vohra,Subrata Roy Sahara Stadium,S Asnani,SJA Taufel
IPL,Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,Sunrisers Hyderabad,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,S Ravi
IPL,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,SK Trivedi,Sawai Mansingh Stadium,Aleem Dar,S Das
IPL,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Mumbai Indians,KD Karthik,Wankhede Stadium,M Erasmus,VA Kulkarni
IPL,Chandigarh,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,C Shamshuddin
IPL,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,Asad Rauf,AK Chaudhary
IPL,Pune,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,Pune Warriors,AJ Finch,Subrata Roy Sahara Stadium,M Erasmus,K Srinath
IPL,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,A Mishra,Feroz Shah Kotla,Aleem Dar,Subroto Das
IPL,Mumbai,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,Mumbai Indians,RG Sharma,Wankhede Stadium,S Ravi,SJA Taufel
IPL,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary
IPL,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,G Gambhir,Eden Gardens,M Erasmus,VA Kulkarni
IPL,Jaipur,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,JP Faulkner,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin
IPL,Chennai,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,Pune Warriors,SPD Smith,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary
IPL,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,MS Gony,"Punjab Cricket Association Stadium, Mohali",CK Nandan,SJA Taufel
